MESS_DATUM;V_N
2023061700;5
2023061701;0
2023061702;0
2023061703;0
2023061704;6
2023061705;5
2023061706;8
2023061707;8
2023061708;8
2023061709;7
2023061710;7
2023061711;3
2023061712;5
2023061713;1
2023061714;5
2023061715;2
2023061716;1
2023061717;2
2023061718;0
2023061719;0
2023061720;0
2023061721;0
2023061722;0
2023061723;0
2023061800;0
2023061801;0
2023061802;0
2023061803;0
2023061804;0
2023061805;0
2023061806;0
2023061807;0
2023061808;0
2023061809;0
2023061810;2
2023061811;2
2023061812;0
2023061813;0
2023061814;1
2023061815;3
2023061816;0
2023061817;0
2023061818;0
2023061819;1
2023061820;6
2023061821;8
2023061822;8
2023061823;8
2023061900;4
2023061901;8
2023061902;8
2023061903;6
2023061904;8
2023061905;8
2023061906;8
2023061907;8
2023061908;8
2023061909;7
2023061910;5
2023061911;8
2023061912;4
2023061913;0
2023061914;0
2023061915;3
2023061916;5
2023061917;3
2023061918;7
2023061919;7
2023061920;5
2023061921;3
2023061922;0
2023061923;1
2023062000;8
2023062001;8
2023062002;8
2023062003;8
2023062004;8
2023062005;8
2023062006;8
2023062007;7
2023062008;6
2023062009;8
2023062010;1
2023062011;2
2023062012;2
2023062013;2
2023062014;0
2023062015;0
2023062016;0
2023062017;0
2023062018;0
2023062019;0
2023062020;0
2023062021;0
2023062022;8
2023062023;8
2023062100;8
2023062101;7
2023062102;7
2023062103;2
2023062104;0
2023062105;0
2023062106;0
2023062107;1
2023062108;6
2023062109;2
2023062110;0
2023062111;1
2023062112;6
2023062113;1
2023062114;4
2023062115;0
2023062116;4
2023062117;0
2023062118;0
2023062119;0
2023062120;0
2023062121;4
2023062122;4
2023062123;2
2023062200;0
2023062201;2
2023062202;3
2023062203;0
2023062204;7
2023062205;8
2023062206;7
2023062207;8
2023062208;8
2023062209;7
2023062210;4
2023062211;6
2023062212;2
2023062213;4
2023062214;1
2023062215;7
2023062216;8
2023062217;8
2023062218;7
2023062219;8
2023062220;8
2023062221;7
2023062222;8
2023062223;7
2023062300;8
2023062301;7
2023062302;8
2023062303;8
2023062304;6
2023062305;8
2023062306;3
2023062307;8
2023062308;8
2023062309;8
2023062310;7
2023062311;8
2023062312;8
2023062313;8
2023062314;7
2023062315;7
2023062316;8
2023062317;8
2023062318;7
2023062319;8
2023062320;8
2023062321;8
2023062322;8
2023062323;7
2023062400;2
2023062401;5
2023062402;0
2023062403;0
2023062404;3
2023062405;0
2023062406;7
2023062407;8
2023062408;6
2023062409;3
2023062410;3
2023062411;0
2023062412;0
2023062413;0
2023062414;0
2023062415;0
2023062416;0
2023062417;1
2023062418;0
2023062419;0
2023062420;0
2023062421;0
2023062422;0
2023062423;0
2023062500;0
2023062501;0
2023062502;0
2023062503;0
2023062504;0
2023062505;0
2023062506;0
2023062507;0
2023062508;0
2023062509;0
2023062510;2
2023062511;6
2023062512;0
2023062513;0
2023062514;8
2023062515;7
2023062516;0
2023062517;0
2023062518;2
2023062519;0
2023062520;0
2023062521;0
2023062522;0
2023062523;0
2023062600;0
2023062601;0
2023062602;0
2023062603;0
2023062604;0
2023062605;0
2023062606;0
2023062607;0
2023062608;0
2023062609;0
2023062610;0
2023062611;0
2023062612;1
2023062613;3
2023062614;5
2023062615;4
2023062616;6
2023062617;8
2023062618;3
2023062619;0
2023062620;8
2023062621;8
2023062622;8
2023062623;8
2023062700;8
2023062701;1
2023062702;2
2023062703;0
2023062704;8
2023062705;0
2023062706;0
2023062707;3
2023062708;0
2023062709;7
2023062710;2
2023062711;5
2023062712;4
2023062713;7
2023062714;5
2023062715;6
2023062716;3
2023062717;7
2023062718;6
2023062719;8
2023062720;5
2023062721;8
2023062722;5
2023062723;3
2023062800;0
2023062801;4
2023062802;4
2023062803;0
2023062804;0
2023062805;0
2023062806;0
2023062807;2
2023062808;6
2023062809;5
2023062810;4
2023062811;4
2023062812;4
2023062813;2
2023062814;1
2023062815;0
2023062816;0
2023062817;0
2023062818;0
2023062819;0
2023062820;0
2023062821;0
2023062822;0
2023062823;0
2023062900;0
2023062901;0
2023062902;0
2023062903;1
2023062904;2
2023062905;0
2023062906;0
2023062907;0
2023062908;2
2023062909;5
2023062910;1
2023062911;2
2023062912;0
2023062913;3
2023062914;7
2023062915;7
2023062916;8
2023062917;8
2023062918;8
2023062919;8
2023062920;8
2023062921;8
2023062922;8
2023062923;8
2023063000;8
2023063001;6
2023063002;8
2023063003;8
2023063004;8
2023063005;8
2023063006;7
2023063007;8
2023063008;7
2023063009;7
2023063010;8
2023063011;7
2023063012;7
2023063013;7
2023063014;8
2023063015;8
2023063016;8
2023063017;8
2023063018;8
2023063019;8
2023063020;8
2023063021;8
2023063022;8
2023063023;8
2023070100;8
2023070101;8
2023070102;8
2023070103;0
2023070104;0
2023070105;0
2023070106;0
2023070107;0
2023070108;0
2023070109;0
2023070110;1
2023070111;3
2023070112;7
2023070113;8
2023070114;8
2023070115;8
2023070116;7
2023070117;8
2023070118;8
2023070119;7
2023070120;7
2023070121;8
2023070122;7
2023070123;8
2023070200;8
2023070201;8
2023070202;8
2023070203;8
2023070204;7
2023070205;8
2023070206;8
2023070207;3
2023070208;8
2023070209;8
2023070210;6
2023070211;7
2023070212;2
2023070213;6
2023070214;5
2023070215;8
2023070216;6
2023070217;1
2023070218;3
2023070219;4
2023070220;7
2023070221;0
2023070222;0
2023070223;0
2023070300;8
2023070301;8
2023070302;8
2023070303;8
2023070304;6
2023070305;6
2023070306;4
2023070307;6
2023070308;0
2023070309;1
2023070310;3
2023070311;5
2023070312;7
2023070313;7
2023070314;8
2023070315;7
2023070316;8
2023070317;5
2023070318;2
2023070319;2
2023070320;6
2023070321;3
2023070322;0
2023070323;5
2023070400;0
2023070401;0
2023070402;0
2023070403;0
2023070404;0
2023070405;0
2023070406;0
2023070407;4
2023070408;1
2023070409;7
2023070410;1
2023070411;2
2023070412;2
2023070413;4
2023070414;1
2023070415;1
2023070416;2
2023070417;1
2023070418;0
2023070419;0
2023070420;2
2023070421;1
2023070422;5
2023070423;5
2023070500;8
2023070501;6
2023070502;8
2023070503;7
2023070504;8
2023070505;7
2023070506;8
2023070507;3
2023070508;8
2023070509;7
2023070510;7
2023070511;3
2023070512;3
2023070513;1
2023070514;1
2023070515;0
2023070516;1
2023070517;1
2023070518;0
2023070519;0
2023070520;0
2023070521;7
2023070522;5
2023070523;7
2023070600;2
2023070601;0
2023070602;0
2023070603;4
2023070604;0
2023070605;0
2023070606;0
2023070607;0
2023070608;1
2023070609;3
2023070610;4
2023070611;7
2023070612;5
2023070613;3
2023070614;3
2023070615;4
2023070616;7
2023070617;5
2023070618;4
2023070619;0
2023070620;0
2023070621;0
2023070622;0
2023070623;0
2023070700;0
2023070701;0
2023070702;0
2023070703;0
2023070704;0
2023070705;0
2023070706;0
2023070707;0
2023070708;0
2023070709;0
2023070710;0
2023070711;0
2023070712;0
2023070713;0
2023070714;0
2023070715;0
2023070716;0
2023070717;0
2023070718;0
2023070719;0
2023070720;0
2023070721;0
2023070722;0
2023070723;0
2023070800;0
2023070801;0
2023070802;0
2023070803;0
2023070804;0
2023070805;0
2023070806;0
2023070807;0
2023070808;0
2023070809;1
2023070810;0
2023070811;0
2023070812;2
2023070813;0
2023070814;0
2023070815;0
2023070816;0
2023070817;0
2023070818;0
2023070819;0
2023070820;0
2023070821;0
2023070822;0
2023070823;0
2023070900;0
2023070901;0
2023070902;0
2023070903;0
2023070904;0
2023070905;0
2023070906;0
2023070907;0
2023070908;0
2023070909;0
2023070910;0
2023070911;0
2023070912;0
2023070913;0
2023070914;0
2023070915;2
2023070916;1
2023070917;0
2023070918;0
2023070919;0
2023070920;7
2023070921;8
2023070922;8
2023070923;8
2023071000;7
2023071001;8
2023071002;5
2023071003;8
2023071004;8
2023071005;8
2023071006;1
2023071007;0
2023071008;0
2023071009;2
2023071010;0
2023071011;3
2023071012;1
2023071013;8
2023071014;8
2023071015;2
2023071016;3
2023071017;6
2023071018;1
2023071019;0
2023071020;0
2023071021;3
2023071022;1
2023071023;0
2023071100;5
2023071101;1
2023071102;2
2023071103;0
2023071104;0
2023071105;1
2023071106;0
2023071107;0
2023071108;0
2023071109;2
2023071110;0
2023071111;0
2023071112;0
2023071113;0
2023071114;0
2023071115;2
2023071116;0
2023071117;0
2023071118;0
2023071119;0
2023071120;0
2023071121;0
2023071122;7
2023071123;8
2023071200;8
2023071201;8
2023071202;8
2023071203;8
2023071204;8
2023071205;0
2023071206;7
2023071207;8
2023071208;8
2023071209;7
2023071210;2
2023071211;6
2023071212;0
2023071213;5
2023071214;1
2023071215;1
2023071216;0
2023071217;0
2023071218;0
2023071219;5
2023071220;2
2023071221;6
2023071222;7
2023071223;8
2023071300;7
2023071301;7
2023071302;7
2023071303;4
2023071304;1
2023071305;3
2023071306;0
2023071307;2
2023071308;0
2023071309;4
2023071310;8
2023071311;5
2023071312;5
2023071313;4
2023071314;3
2023071315;3
2023071316;8
2023071317;7
2023071318;7
2023071319;5
2023071320;5
2023071321;4
2023071322;6
2023071323;0
2023071400;3
2023071401;0
2023071402;1
2023071403;2
2023071404;0
2023071405;0
2023071406;0
2023071407;0
2023071408;0
2023071409;0
2023071410;3
2023071411;0
2023071412;6
2023071413;1
2023071414;7
2023071415;6
2023071416;4
2023071417;8
2023071418;0
2023071419;0
2023071420;0
2023071421;0
2023071422;8
2023071423;8
2023071500;0
2023071501;0
2023071502;1
2023071503;2
2023071504;0
2023071505;0
2023071506;2
2023071507;0
2023071508;0
2023071509;0
2023071510;0
2023071511;0
2023071512;7
2023071513;7
2023071514;2
2023071515;8
2023071516;8
2023071517;8
2023071518;7
2023071519;8
2023071520;7
2023071521;6
2023071522;8
2023071523;3
2023071600;8
2023071601;7
2023071602;7
2023071603;8
2023071604;8
2023071605;8
2023071606;7
2023071607;2
2023071608;5
2023071609;4
2023071610;0
2023071611;0
2023071612;3
2023071613;3
2023071614;2
2023071615;1
2023071616;0
2023071617;0
2023071618;0
2023071619;0
2023071620;1
2023071621;1
2023071622;2
2023071623;0
2023071700;0
2023071701;7
2023071702;7
2023071703;6
2023071704;0
2023071705;0
2023071706;1
2023071707;0
2023071708;0
2023071709;0
2023071710;0
2023071711;3
2023071712;4
2023071713;4
2023071714;5
2023071715;1
2023071716;6
2023071717;6
2023071718;5
2023071719;8
2023071720;7
2023071721;8
2023071722;7
2023071723;5
2023071800;0
2023071801;0
2023071802;0
2023071803;4
2023071804;8
2023071805;6
2023071806;0
2023071807;7
2023071808;0
2023071809;0
2023071810;0
2023071811;0
2023071812;0
2023071813;7
2023071814;8
2023071815;6
2023071816;7
2023071817;0
2023071818;0
2023071819;0
2023071820;0
2023071821;2
2023071822;3
2023071823;2
2023071900;0
2023071901;0
2023071902;0
2023071903;4
2023071904;4
2023071905;2
2023071906;8
2023071907;3
2023071908;4
2023071909;7
2023071910;1
2023071911;3
2023071912;7
2023071913;8
2023071914;8
2023071915;8
2023071916;8
2023071917;7
2023071918;8
2023071919;8
2023071920;8
2023071921;4
2023071922;6
2023071923;8
2023072000;8
2023072001;8
2023072002;8
2023072003;8
2023072004;8
2023072005;8
2023072006;7
2023072007;8
2023072008;8
2023072009;7
2023072010;7
2023072011;7
2023072012;7
2023072013;8
2023072014;8
2023072015;5
2023072016;3
2023072017;4
2023072018;1
2023072019;2
2023072020;2
2023072021;1
2023072022;7
2023072023;7
2023072100;8
2023072101;3
2023072102;0
2023072103;0
2023072104;8
2023072105;7
2023072106;7
2023072107;8
2023072108;7
2023072109;8
2023072110;7
2023072111;8
2023072112;8
2023072113;7
2023072114;6
2023072115;8
2023072116;8
2023072117;8
2023072118;7
2023072119;8
2023072120;8
2023072121;1
2023072122;7
2023072123;8
2023072200;7
2023072201;6
2023072202;7
2023072203;8
2023072204;2
2023072205;0
2023072206;0
2023072207;0
2023072208;1
2023072209;3
2023072210;7
2023072211;7
2023072212;8
2023072213;7
2023072214;1
2023072215;5
2023072216;7
2023072217;8
2023072218;8
2023072219;6
2023072220;1
2023072221;7
2023072222;7
2023072223;8
2023072300;8
2023072301;8
2023072302;5
2023072303;1
2023072304;7
2023072305;8
2023072306;8
2023072307;8
2023072308;6
2023072309;8
2023072310;4
2023072311;2
2023072312;8
2023072313;4
2023072314;7
2023072315;8
2023072316;8
2023072317;8
2023072318;8
2023072319;7
2023072320;7
2023072321;8
2023072322;7
2023072323;6
2023072400;8
2023072401;8
2023072402;8
2023072403;8
2023072404;8
2023072405;2
2023072406;1
2023072407;3
2023072408;8
2023072409;6
2023072410;7
2023072411;1
2023072412;6
2023072413;8
2023072414;8
2023072415;7
2023072416;7
2023072417;5
2023072418;7
2023072419;7
2023072420;2
2023072421;0
2023072422;0
2023072423;5
2023072500;4
2023072501;3
2023072502;1
2023072503;7
2023072504;8
2023072505;8
2023072506;8
2023072507;7
2023072508;8
2023072509;8
2023072510;7
2023072511;7
2023072512;8
2023072513;7
2023072514;8
2023072515;8
2023072516;7
2023072517;1
2023072518;4
2023072519;6
2023072520;8
2023072521;7
2023072522;7
2023072523;8
2023072600;8
2023072601;8
2023072602;8
2023072603;8
2023072604;8
2023072605;8
2023072606;8
2023072607;7
2023072608;1
2023072609;8
2023072610;7
2023072611;7
2023072612;3
2023072613;1
2023072614;7
2023072615;3
2023072616;2
2023072617;6
2023072618;8
2023072619;8
2023072620;0
2023072621;8
2023072622;7
2023072623;7
2023072700;7
2023072701;0
2023072702;0
2023072703;3
2023072704;7
2023072705;7
2023072706;7
2023072707;6
2023072708;8
2023072709;7
2023072710;6
2023072711;7
2023072712;7
2023072713;8
2023072714;8
2023072715;8
2023072716;8
2023072717;8
2023072718;8
2023072719;8
2023072720;8
2023072721;7
2023072722;8
2023072723;7
2023072800;7
2023072801;8
2023072802;8
2023072803;8
2023072804;8
2023072805;7
2023072806;7
2023072807;4
2023072808;5
2023072809;7
2023072810;7
2023072811;7
2023072812;7
2023072813;5
2023072814;8
2023072815;6
2023072816;3
2023072817;2
2023072818;7
2023072819;6
2023072820;7
2023072821;7
2023072822;8
2023072823;8
2023072900;8
2023072901;8
2023072902;7
2023072903;5
2023072904;0
2023072905;2
2023072906;0
2023072907;1
2023072908;7
2023072909;8
2023072910;8
2023072911;7
2023072912;7
2023072913;8
2023072914;2
2023072915;7
2023072916;7
2023072917;8
2023072918;7
2023072919;5
2023072920;1
2023072921;4
2023072922;0
2023072923;0
2023073000;0
2023073001;8
2023073002;8
2023073003;8
2023073004;7
2023073005;6
2023073006;1
2023073007;0
2023073008;7
2023073009;2
2023073010;3
2023073011;6
2023073012;7
2023073013;8
2023073014;7
2023073015;7
2023073016;7
2023073017;8
2023073018;0
2023073019;3
2023073020;8
2023073021;8
2023073022;5
2023073023;0
2023073100;8
2023073101;8
2023073102;7
2023073103;8
2023073104;8
2023073105;8
2023073106;7
2023073107;8
2023073108;8
2023073109;8
2023073110;8
2023073111;8
2023073112;7
2023073113;6
2023073114;8
2023073115;8
2023073116;8
2023073117;8
2023073118;8
2023073119;8
2023073120;5
2023073121;7
2023073122;8
2023073123;7
2023080100;7
2023080101;8
2023080102;8
2023080103;7
2023080104;7
2023080105;8
2023080106;8
2023080107;8
2023080108;8
2023080109;8
2023080110;7
2023080111;8
2023080112;3
2023080113;2
2023080114;6
2023080115;2
2023080116;6
2023080117;5
2023080118;0
2023080119;6
2023080120;2
2023080121;7
2023080122;5
2023080123;8
2023080200;8
2023080201;8
2023080202;8
2023080203;8
2023080204;7
2023080205;8
2023080206;7
2023080207;6
2023080208;6
2023080209;8
2023080210;8
2023080211;8
2023080212;8
2023080213;7
2023080214;8
2023080215;7
2023080216;8
2023080217;4
2023080218;8
2023080219;7
2023080220;3
2023080221;0
2023080222;3
